SEQN,Gender,Age(year),Race,Served_army,Country_of_birth,Length_time_US,Education(adults),Marital_status,Pregnancy_status,People_in_Household,Income_poverty_num,Income_poverty,Races_simplify
137867.0,Female,15.0,Non-Hispanic White,,US,,,,,6.0,3.36,Middle,White
137868.0,Female,6.0,Non-Hispanic Black,,US,,,,,6.0,0.52,Low,Back-Hispanic-Asian
137869.0,Female,18.0,Mexican American,No,US,,,,,6.0,,High,Back-Hispanic-Asian
137870.0,Male,46.0,Non-Hispanic White,Yes,US,,Some college,Never married,,1.0,,High,White
137871.0,Female,20.0,Non-Hispanic Asian,No,US,,Some college,Never married,No,4.0,0.48,Low,Back-Hispanic-Asian
137872.0,Female,78.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,3.0,5.0,High,White
137873.0,Female,73.0,Other Race,No,Others,>20,Some college,Married/Living with partner,,3.0,0.91,Low,Back-Hispanic-Asian
137874.0,Male,14.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
137875.0,Male,80.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,5.0,High,White
137876.0,Female,80.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,2.0,5.0,High,White
137877.0,Male,30.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,5.0,High,White
137878.0,Male,69.0,Non-Hispanic Black,Yes,US,,Some college,Married/Living with partner,,7.0,,High,Back-Hispanic-Asian
137879.0,Female,54.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
137880.0,Male,5.397605346934028e-79,Non-Hispanic White,,US,,,,,6.0,2.29,Middle,White
137881.0,Female,63.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,2.0,1.64,Low,White
137882.0,Male,62.0,Mexican American,No,US,,College graduate,Married/Living with partner,,3.0,4.12,Middle,Back-Hispanic-Asian
137883.0,Female,74.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,2.07,Middle,White
137884.0,Male,60.0,Non-Hispanic Asian,No,Others,>20,College graduate,Married/Living with partner,,2.0,4.92,Middle,Back-Hispanic-Asian
137885.0,Male,74.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,0.63,Low,White
137886.0,Female,67.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,3.0,5.0,High,White
137887.0,Male,8.0,Other Hispanic,,Others,1-4,,,,4.0,,High,Back-Hispanic-Asian
137888.0,Male,45.0,Mexican American,No,Others,>20,High school,Married/Living with partner,,2.0,,High,Back-Hispanic-Asian
137889.0,Female,34.0,Non-Hispanic Black,No,US,,Some college,Never married,No,3.0,0.77,Low,Back-Hispanic-Asian
137890.0,Female,44.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,2.0,5.0,High,White
137891.0,Female,29.0,Non-Hispanic White,No,Others,5-9,Some college,Married/Living with partner,No,2.0,1.23,Low,White
137892.0,Female,51.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,3.0,3.87,Middle,White
137893.0,Male,60.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.21,Middle,White
137894.0,Male,72.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
137895.0,Male,35.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,5.0,High,White
137896.0,Female,1.0,Other Race,,US,,,,,7.0,1.05,Low,Back-Hispanic-Asian
137897.0,Female,8.0,Non-Hispanic White,,US,,,,,5.0,4.4,Middle,White
137898.0,Female,13.0,Other Hispanic,,US,,,,,4.0,0.75,Low,Back-Hispanic-Asian
137899.0,Female,4.0,Non-Hispanic White,,US,,,,,4.0,2.77,Middle,White
137900.0,Female,40.0,Non-Hispanic Black,No,Others,10-14,High school,Married/Living with partner,No,6.0,1.18,Low,Back-Hispanic-Asian
137901.0,Male,34.0,Non-Hispanic White,No,US,,Some college,Never married,,2.0,5.397605346934028e-79,Low,White
137902.0,Male,15.0,Mexican American,,US,,,,,6.0,2.69,Middle,Back-Hispanic-Asian
137903.0,Male,18.0,Non-Hispanic White,No,Others,15-19,,,,4.0,2.88,Middle,White
137904.0,Male,4.0,Non-Hispanic White,,US,,,,,6.0,4.5,Middle,White
137905.0,Female,35.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,2.0,4.31,Middle,White
137906.0,Female,80.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,3.29,Middle,White
137907.0,Female,13.0,Other Race,,US,,,,,4.0,4.68,Middle,Back-Hispanic-Asian
137908.0,Female,80.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,0.79,Low,White
137909.0,Female,40.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,No,2.0,3.28,Middle,White
137910.0,Male,73.0,Non-Hispanic White,Yes,US,,Some college,Widowed/Divorced/Separated,,2.0,5.0,High,White
137911.0,Female,80.0,Non-Hispanic White,No,Others,>20,< 9th grade,Widowed/Divorced/Separated,,4.0,,High,White
137912.0,Male,7.0,Non-Hispanic White,,US,,,,,5.0,,High,White
137913.0,Female,9.0,Mexican American,,US,,,,,7.0,,High,Back-Hispanic-Asian
137914.0,Male,67.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,3.0,2.37,Middle,White
137915.0,Female,15.0,Mexican American,,US,,,,,5.0,,High,Back-Hispanic-Asian
137916.0,Female,12.0,Other Race,,US,,,,,7.0,3.58,Middle,Back-Hispanic-Asian
137917.0,Male,2.0,Other Hispanic,,US,,,,,6.0,2.02,Middle,Back-Hispanic-Asian
137918.0,Male,3.0,Other Hispanic,,US,,,,,3.0,0.65,Low,Back-Hispanic-Asian
137919.0,Female,1.0,Non-Hispanic Black,,US,,,,,5.0,1.69,Low,Back-Hispanic-Asian
137920.0,Female,14.0,Other Hispanic,,US,,,,,4.0,5.0,High,Back-Hispanic-Asian
137921.0,Female,28.0,Other Race,No,US,,Some college,Never married,Cannot ascertain,2.0,3.55,Middle,Back-Hispanic-Asian
137922.0,Male,1.0,Non-Hispanic White,,US,,,,,5.0,1.85,Low,White
137923.0,Female,7.0,Mexican American,,US,,,,,4.0,5.0,High,Back-Hispanic-Asian
137924.0,Female,5.0,Non-Hispanic White,,US,,,,,4.0,4.0,Middle,White
137925.0,Male,6.0,Non-Hispanic White,,US,,,,,5.0,3.27,Middle,White
137926.0,Female,63.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
137927.0,Female,6.0,Non-Hispanic White,,US,,,,,5.0,2.77,Middle,White
137928.0,Female,34.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,No,5.0,0.77,Low,White
137929.0,Female,58.0,Mexican American,No,Others,>20,Some college,Never married,,6.0,0.62,Low,Back-Hispanic-Asian
137930.0,Female,15.0,Non-Hispanic Black,,Others,10-14,,,,3.0,0.65,Low,Back-Hispanic-Asian
137931.0,Male,13.0,Mexican American,,US,,,,,6.0,,High,Back-Hispanic-Asian
137932.0,Female,59.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,6.0,2.48,Middle,White
137933.0,Female,13.0,Non-Hispanic White,,US,,,,,5.0,5.0,High,White
137934.0,Male,67.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
137935.0,Male,2.0,Non-Hispanic White,,US,,,,,3.0,3.02,Middle,White
137936.0,Female,72.0,Other Race,No,Others,>20,College graduate,Married/Living with partner,,2.0,4.92,Middle,Back-Hispanic-Asian
137937.0,Female,37.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,No,4.0,1.33,Low,White
137938.0,Male,6.0,Non-Hispanic White,,US,,,,,5.0,0.79,Low,White
137939.0,Male,34.0,Other Hispanic,No,US,,High school,Widowed/Divorced/Separated,,2.0,0.03,Low,Back-Hispanic-Asian
137940.0,Female,63.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,4.0,0.38,Low,White
137941.0,Female,6.0,Mexican American,,US,,,,,6.0,1.75,Low,Back-Hispanic-Asian
137942.0,Female,71.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,3.88,Middle,White
137943.0,Male,32.0,Mexican American,No,US,,High school,Widowed/Divorced/Separated,,1.0,5.0,High,Back-Hispanic-Asian
137944.0,Male,9.0,Non-Hispanic Black,,US,,,,,5.0,1.39,Low,Back-Hispanic-Asian
137945.0,Male,46.0,Mexican American,No,Others,>20,High school,Married/Living with partner,,4.0,1.71,Low,Back-Hispanic-Asian
137946.0,Male,2.0,Non-Hispanic White,,Others,< 1,,,,4.0,,High,White
137947.0,Male,64.0,Other Hispanic,No,Others,>20,Some college,Widowed/Divorced/Separated,,1.0,5.0,High,Back-Hispanic-Asian
137948.0,Male,53.0,Other Hispanic,Yes,US,,Some college,Widowed/Divorced/Separated,,4.0,,High,Back-Hispanic-Asian
137949.0,Male,63.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,3.0,1.22,Low,White
137950.0,Female,50.0,Non-Hispanic White,No,US,,High school,Never married,,2.0,,High,White
137951.0,Female,4.0,Other Race,,US,,,,,3.0,0.84,Low,Back-Hispanic-Asian
137952.0,Male,73.0,Non-Hispanic White,Yes,US,,Some college,Married/Living with partner,,2.0,1.55,Low,White
137953.0,Female,65.0,Other Hispanic,No,Others,>20,Some college,Widowed/Divorced/Separated,,3.0,3.92,Middle,Back-Hispanic-Asian
137954.0,Male,12.0,Non-Hispanic White,,US,,,,,5.0,5.0,High,White
137955.0,Female,41.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,No,5.0,1.54,Low,White
137956.0,Male,5.397605346934028e-79,Non-Hispanic Black,,US,,,,,5.0,0.55,Low,Back-Hispanic-Asian
137957.0,Male,1.0,Non-Hispanic Black,,US,,,,,4.0,3.87,Middle,Back-Hispanic-Asian
137958.0,Female,70.0,Non-Hispanic Asian,No,Others,>20,High school,Widowed/Divorced/Separated,,7.0,,High,Back-Hispanic-Asian
137959.0,Male,64.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,3.04,Middle,White
137960.0,Male,67.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,3.0,2.78,Middle,White
137961.0,Female,6.0,Non-Hispanic White,,US,,,,,5.0,2.16,Middle,White
137962.0,Female,72.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,2.0,1.97,Low,White
137963.0,Male,71.0,Non-Hispanic White,No,US,,9-11th grade,Married/Living with partner,,2.0,,High,White
137964.0,Female,12.0,Non-Hispanic White,,US,,,,,4.0,0.65,Low,White
137965.0,Female,53.0,Non-Hispanic Black,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,Back-Hispanic-Asian
137966.0,Female,6.0,Non-Hispanic Black,,US,,,,,4.0,1.28,Low,Back-Hispanic-Asian
137967.0,Male,71.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
137968.0,Male,2.0,Non-Hispanic White,,US,,,,,3.0,1.0,Low,White
137969.0,Male,8.0,Mexican American,,Others,Dont Know,,,,6.0,,High,Back-Hispanic-Asian
137970.0,Female,37.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,4.0,3.33,Middle,White
137971.0,Male,9.0,Mexican American,,US,,,,,6.0,3.76,Middle,Back-Hispanic-Asian
137972.0,Male,58.0,Non-Hispanic Black,No,US,,9-11th grade,Never married,,1.0,0.97,Low,Back-Hispanic-Asian
137973.0,Female,80.0,Other Hispanic,No,Others,>20,High school,Married/Living with partner,,5.0,5.0,High,Back-Hispanic-Asian
137974.0,Female,37.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,No,2.0,,High,White
137975.0,Female,15.0,Non-Hispanic Asian,,US,,,,,4.0,,High,Back-Hispanic-Asian
137976.0,Male,67.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.74,Middle,White
137977.0,Female,67.0,Non-Hispanic Black,No,US,,Some college,Widowed/Divorced/Separated,,1.0,0.96,Low,Back-Hispanic-Asian
137978.0,Female,8.0,Non-Hispanic White,,US,,,,,5.0,,High,White
137979.0,Male,44.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,,1.0,3.49,Middle,White
137980.0,Male,5.0,Non-Hispanic White,,US,,,,,4.0,0.33,Low,White
137981.0,Male,13.0,Non-Hispanic White,,US,,,,,4.0,3.42,Middle,White
137982.0,Female,62.0,Non-Hispanic White,No,US,,9-11th grade,Married/Living with partner,,2.0,0.68,Low,White
137983.0,Female,5.397605346934028e-79,Non-Hispanic White,,US,,,,,3.0,1.78,Low,White
137984.0,Female,80.0,Other Race,No,US,,High school,Married/Living with partner,,2.0,,High,Back-Hispanic-Asian
137985.0,Female,74.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,1.94,Low,White
137986.0,Male,16.0,Other Hispanic,,Others,Dont Know,,,,5.0,,High,Back-Hispanic-Asian
137987.0,Female,9.0,Other Hispanic,,US,,,,,4.0,1.8,Low,Back-Hispanic-Asian
137988.0,Female,74.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,2.28,Middle,White
137989.0,Female,43.0,Other Race,Yes,US,,College graduate,Never married,No,3.0,,High,Back-Hispanic-Asian
137990.0,Female,45.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,2.0,3.85,Middle,White
137991.0,Female,60.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,1.38,Low,White
137992.0,Male,67.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
137993.0,Female,10.0,Mexican American,,US,,,,,7.0,3.97,Middle,Back-Hispanic-Asian
137994.0,Female,9.0,Other Hispanic,,US,,,,,7.0,0.8,Low,Back-Hispanic-Asian
137995.0,Female,70.0,Other Race,No,US,,< 9th grade,Married/Living with partner,,5.0,0.82,Low,Back-Hispanic-Asian
137996.0,Female,40.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,4.0,5.0,High,White
137997.0,Female,5.0,Non-Hispanic White,,US,,,,,5.0,5.0,High,White
137998.0,Male,5.397605346934028e-79,Non-Hispanic White,,US,,,,,4.0,1.23,Low,White
137999.0,Female,52.0,Non-Hispanic Black,No,US,,College graduate,Never married,,2.0,3.04,Middle,Back-Hispanic-Asian
138000.0,Female,62.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,2.4,Middle,White
138001.0,Female,14.0,Non-Hispanic Asian,,US,,,,,4.0,1.67,Low,Back-Hispanic-Asian
138002.0,Male,6.0,Non-Hispanic Black,,US,,,,,6.0,0.03,Low,Back-Hispanic-Asian
138003.0,Female,4.0,Non-Hispanic White,,US,,,,,3.0,1.97,Low,White
138004.0,Female,8.0,Other Hispanic,,US,,,,,6.0,0.62,Low,Back-Hispanic-Asian
138005.0,Male,70.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,4.37,Middle,White
138006.0,Male,75.0,Non-Hispanic White,Yes,US,,Some college,Married/Living with partner,,5.0,,High,White
138007.0,Male,35.0,Other Hispanic,No,US,,Some college,Married/Living with partner,,6.0,2.02,Middle,Back-Hispanic-Asian
138008.0,Female,2.0,Other Race,,US,,,,,4.0,0.38,Low,Back-Hispanic-Asian
138009.0,Female,20.0,Other Hispanic,No,US,,Some college,Never married,No,3.0,,High,Back-Hispanic-Asian
138010.0,Female,14.0,Non-Hispanic White,,US,,,,,4.0,4.53,Middle,White
138011.0,Female,68.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,4.0,1.6,Low,White
138012.0,Female,26.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,Cannot ascertain,3.0,3.58,Middle,White
138013.0,Female,58.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,2.18,Middle,White
138014.0,Male,38.0,Other Race,No,US,,9-11th grade,Never married,,1.0,1.35,Low,Back-Hispanic-Asian
138015.0,Female,63.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,3.17,Middle,White
138016.0,Female,36.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,6.0,5.0,High,White
138017.0,Male,32.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
138018.0,Male,6.0,Non-Hispanic White,,US,,,,,5.0,3.38,Middle,White
138019.0,Male,9.0,Non-Hispanic White,,US,,,,,5.0,3.7,Middle,White
138020.0,Male,71.0,Non-Hispanic Asian,No,Others,>20,Some college,Married/Living with partner,,5.0,2.16,Middle,Back-Hispanic-Asian
138021.0,Female,40.0,Non-Hispanic White,No,US,,High school,Never married,No,1.0,4.42,Middle,White
138022.0,Male,80.0,Non-Hispanic White,Yes,US,,High school,Widowed/Divorced/Separated,,1.0,5.0,High,White
138023.0,Female,10.0,Non-Hispanic Asian,,US,,,,,4.0,5.0,High,Back-Hispanic-Asian
138024.0,Female,3.0,Non-Hispanic White,,US,,,,,5.0,,High,White
138025.0,Female,80.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,3.0,4.23,Middle,White
138026.0,Female,13.0,Mexican American,,US,,,,,5.0,1.8,Low,Back-Hispanic-Asian
138027.0,Female,67.0,Non-Hispanic White,No,Others,>20,Some college,Widowed/Divorced/Separated,,2.0,0.02,Low,White
138028.0,Male,70.0,Non-Hispanic Black,Yes,US,,High school,Widowed/Divorced/Separated,,1.0,4.66,Middle,Back-Hispanic-Asian
138029.0,Female,14.0,Other Race,,US,,,,,7.0,1.05,Low,Back-Hispanic-Asian
138030.0,Male,9.0,Non-Hispanic White,,US,,,,,4.0,1.67,Low,White
138031.0,Female,35.0,Other Race,No,Others,15-19,9-11th grade,Married/Living with partner,No,7.0,1.05,Low,Back-Hispanic-Asian
138032.0,Female,21.0,Non-Hispanic White,No,US,,Some college,Never married,No,3.0,0.15,Low,White
138033.0,Female,32.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,Cannot ascertain,5.0,5.0,High,White
138034.0,Male,29.0,Non-Hispanic White,No,US,,Some college,Never married,,2.0,2.88,Middle,White
138035.0,Male,13.0,Other Race,,US,,,,,4.0,3.24,Middle,Back-Hispanic-Asian
138036.0,Female,50.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
138037.0,Female,39.0,Non-Hispanic Asian,No,Others,5-9,College graduate,Married/Living with partner,No,4.0,5.0,High,Back-Hispanic-Asian
138038.0,Male,72.0,Other Race,No,US,,Some college,Married/Living with partner,,2.0,4.31,Middle,Back-Hispanic-Asian
138039.0,Female,7.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
138040.0,Female,21.0,Non-Hispanic Asian,No,US,,Some college,Never married,No,5.0,2.49,Middle,Back-Hispanic-Asian
138041.0,Male,70.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,3.0,3.91,Middle,White
138042.0,Female,5.397605346934028e-79,Mexican American,,US,,,,,3.0,,High,Back-Hispanic-Asian
138043.0,Male,11.0,Other Hispanic,,US,,,,,6.0,2.69,Middle,Back-Hispanic-Asian
138044.0,Female,44.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,No,4.0,4.25,Middle,White
138045.0,Male,15.0,Other Hispanic,,US,,,,,4.0,1.67,Low,Back-Hispanic-Asian
138046.0,Female,58.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,1.85,Low,White
138047.0,Male,51.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,5.0,3.08,Middle,White
138048.0,Male,55.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
138049.0,Male,40.0,Non-Hispanic White,Yes,US,,Some college,Never married,,1.0,5.0,High,White
138050.0,Female,75.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,,1.0,0.09,Low,White
138051.0,Male,21.0,Non-Hispanic White,No,US,,High school,Never married,,4.0,,High,White
138052.0,Female,7.0,Other Hispanic,,US,,,,,4.0,1.67,Low,Back-Hispanic-Asian
138053.0,Female,65.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,2.0,,High,White
138054.0,Male,57.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,3.0,5.0,High,White
138055.0,Male,77.0,Non-Hispanic White,Yes,US,,College graduate,Married/Living with partner,,2.0,,High,White
138056.0,Female,69.0,Non-Hispanic Black,No,US,,9-11th grade,Widowed/Divorced/Separated,,1.0,1.71,Low,Back-Hispanic-Asian
138057.0,Male,56.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,2.87,Middle,White
138058.0,Female,7.0,Non-Hispanic White,,US,,,,,2.0,5.0,High,White
138059.0,Female,80.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,,High,White
138060.0,Female,49.0,Non-Hispanic Asian,No,Others,15-19,College graduate,Married/Living with partner,,4.0,,High,Back-Hispanic-Asian
138061.0,Female,67.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,4.37,Middle,White
138062.0,Male,71.0,Non-Hispanic White,Yes,US,,High school,Widowed/Divorced/Separated,,1.0,,High,White
138063.0,Female,24.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,Yes,3.0,0.63,Low,White
138064.0,Female,77.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.06,Middle,White
138065.0,Male,76.0,Non-Hispanic Black,No,US,,High school,Widowed/Divorced/Separated,,1.0,1.63,Low,Back-Hispanic-Asian
138066.0,Male,5.0,Non-Hispanic White,,US,,,,,4.0,,High,White
138067.0,Female,34.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,Cannot ascertain,2.0,0.93,Low,White
138068.0,Female,60.0,Other Hispanic,No,Others,>20,< 9th grade,Married/Living with partner,,3.0,1.14,Low,Back-Hispanic-Asian
138069.0,Male,26.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,5.0,High,White
138070.0,Male,70.0,Other Hispanic,No,Others,>20,< 9th grade,Widowed/Divorced/Separated,,3.0,5.0,High,Back-Hispanic-Asian
138071.0,Female,10.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
138072.0,Male,67.0,Non-Hispanic White,No,Others,>20,Some college,Never married,,1.0,1.03,Low,White
138073.0,Male,65.0,Other Hispanic,No,Others,>20,High school,Married/Living with partner,,6.0,0.84,Low,Back-Hispanic-Asian
138074.0,Female,9.0,Other Hispanic,,US,,,,,5.0,0.79,Low,Back-Hispanic-Asian
138075.0,Male,12.0,Non-Hispanic White,,US,,,,,6.0,3.23,Middle,White
138076.0,Male,67.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,3.3,Middle,White
138077.0,Female,50.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.33,Middle,White
138078.0,Male,73.0,Non-Hispanic Black,No,US,,9-11th grade,Widowed/Divorced/Separated,,1.0,0.66,Low,Back-Hispanic-Asian
138079.0,Male,3.0,Mexican American,,US,,,,,3.0,0.82,Low,Back-Hispanic-Asian
138080.0,Male,37.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,4.0,2.45,Middle,White
138081.0,Female,57.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,5.0,High,White
138082.0,Male,59.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,5.0,,High,White
138083.0,Male,66.0,Non-Hispanic White,Yes,US,,Some college,Married/Living with partner,,4.0,2.7,Middle,White
138084.0,Male,59.0,Non-Hispanic Black,No,Others,>20,Some college,Widowed/Divorced/Separated,,5.0,2.39,Middle,Back-Hispanic-Asian
138085.0,Female,5.0,Mexican American,,US,,,,,5.0,2.28,Middle,Back-Hispanic-Asian
138086.0,Male,63.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,5.0,High,White
138087.0,Male,73.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
138088.0,Male,30.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,3.0,4.45,Middle,White
138089.0,Female,34.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,5.0,4.43,Middle,White
138090.0,Male,37.0,Non-Hispanic White,No,US,,Some college,Never married,,1.0,0.65,Low,White
138091.0,Female,48.0,Non-Hispanic Black,No,US,,College graduate,Widowed/Divorced/Separated,,2.0,5.0,High,Back-Hispanic-Asian
138092.0,Female,72.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,4.82,Middle,White
138093.0,Male,55.0,Mexican American,No,US,,Some college,Never married,,1.0,,High,Back-Hispanic-Asian
138094.0,Female,34.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,No,3.0,3.94,Middle,White
138095.0,Female,28.0,Other Race,No,US,,College graduate,Married/Living with partner,Cannot ascertain,2.0,5.0,High,Back-Hispanic-Asian
138096.0,Male,3.0,Non-Hispanic White,,US,,,,,5.0,2.31,Middle,White
138097.0,Male,78.0,Non-Hispanic Black,Yes,US,,9-11th grade,Widowed/Divorced/Separated,,5.0,,High,Back-Hispanic-Asian
138098.0,Female,80.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,,High,White
138099.0,Female,10.0,Non-Hispanic Black,,US,,,,,2.0,,High,Back-Hispanic-Asian
138100.0,Female,70.0,Non-Hispanic Black,No,US,,High school,Widowed/Divorced/Separated,,1.0,1.68,Low,Back-Hispanic-Asian
138101.0,Female,74.0,Other Hispanic,No,Others,5-9,9-11th grade,Widowed/Divorced/Separated,,3.0,2.87,Middle,Back-Hispanic-Asian
138102.0,Female,30.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,3.0,,High,White
138103.0,Male,60.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,4.1,Middle,White
138104.0,Male,34.0,Non-Hispanic Asian,No,Others,1-4,College graduate,Married/Living with partner,,2.0,5.0,High,Back-Hispanic-Asian
138105.0,Male,16.0,Mexican American,,Others,1-4,,,,7.0,1.08,Low,Back-Hispanic-Asian
138106.0,Male,37.0,Non-Hispanic White,No,US,,College graduate,Never married,,3.0,4.27,Middle,White
138107.0,Male,35.0,Non-Hispanic Asian,No,Others,1-4,College graduate,Married/Living with partner,,3.0,5.0,High,Back-Hispanic-Asian
138108.0,Female,34.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,3.0,2.28,Middle,White
138109.0,Female,46.0,Other Hispanic,No,Others,>20,Some college,Married/Living with partner,,2.0,1.42,Low,Back-Hispanic-Asian
138110.0,Female,69.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
138111.0,Female,48.0,Non-Hispanic White,No,Others,>20,College graduate,Widowed/Divorced/Separated,,2.0,3.5,Middle,White
138112.0,Male,66.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,1.0,5.0,High,White
138113.0,Male,16.0,Non-Hispanic White,,US,,,,,5.0,3.29,Middle,White
138114.0,Female,62.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,3.0,4.23,Middle,White
138115.0,Male,14.0,Non-Hispanic White,,US,,,,,7.0,0.06,Low,White
138116.0,Female,70.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,3.82,Middle,White
138117.0,Male,65.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,5.0,High,White
138118.0,Female,21.0,Non-Hispanic Asian,No,Others,5-9,High school,Never married,No,6.0,,High,Back-Hispanic-Asian
138119.0,Male,80.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,4.37,Middle,White
